wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id
WO-00501,Inspection – Reciprocating Compressor CMP-0017,CMP-0017,CMP,Offsites,2013-07-07,4834,Inspection,Medium,False,6550.87,4.8,1.0,1.9,0.7,8.399999999999999,1,3.0,1460,5,4,5,5,490000,
WO-00502,Replacement – Electrical Equipment ELEC-0074,ELEC-0074,ELEC,Tank-Farm,2021-12-06,1760,Replacement,High,False,113684.13,9.6,4.4,15.8,7.3,37.1,5,2.0,1460,3,1,3,3,24000,
WO-00503,Cleaning – Centrifugal Pump PMP-0027,PMP-0027,PMP,Flare-System,2016-05-19,3787,Cleaning,High,False,8641.27,17.3,1.3,1.9,5.6,26.1,3,2.5,1825,3,2,4,3,48000,
WO-00504,Cleaning – Instrument/Analyser INST-0024,INST-0024,INST,Unit-100,2021-11-11,1785,Cleaning,High,False,8621.32,10.1,2.0,0.4,8.3,20.8,3,1.8,730,2,1,3,2,4800,WO-00383
WO-00505,Calibration – Control Valve VLV-0120,VLV-0120,VLV,Unit-100,2020-05-22,2323,Calibration,Medium,False,720.04,1.9,7.5,5.4,0.7,15.5,2,1.5,1095,3,2,3,2,13500,WO-00377
WO-00506,Replacement – Piping/Pipeline Segment PPL-0008,PPL-0008,PPL,Unit-300,2017-03-27,3475,Replacement,Critical,False,34984.64,45.4,15.3,10.5,8.9,80.10000000000001,10,2.0,3285,4,4,3,3,88000,
WO-00507,Inspection – Electrical Equipment ELEC-0061,ELEC-0061,ELEC,Offsites,2015-06-02,4139,Inspection,High,False,5039.02,2.9,0.6,3.0,0.3,6.8,1,2.0,1460,3,1,3,3,24000,WO-00389
WO-00508,Calibration – Storage Tank TNK-0001,TNK-0001,TNK,Unit-200,2011-12-29,5390,Calibration,Medium,False,1731.6,1.7,6.6,11.7,0.3,20.3,3,3.5,5475,4,5,3,4,390000,
WO-00509,Inspection – Control Valve VLV-0048,VLV-0048,VLV,Unit-200,2024-12-22,648,Inspection,High,False,2392.49,8.7,1.5,3.5,0.0,13.7,2,1.5,1095,3,2,3,2,13500,
WO-00510,Overhaul – Instrument/Analyser INST-0074,INST-0074,INST,Utilities,2019-09-07,2581,Overhaul,Medium,False,451608.27,132.8,8.7,15.7,15.8,173.0,22,1.8,730,2,1,3,2,4800,
WO-00511,Inspection – Instrument/Analyser INST-0144,INST-0144,INST,Utilities,2013-10-27,4722,Inspection,Medium,False,920.65,4.1,0.2,3.2,0.1,7.6,1,1.8,730,2,1,3,2,4800,
WO-00512,Calibration – Piping/Pipeline Segment PPL-0025,PPL-0025,PPL,Unit-100,2019-01-06,2825,Calibration,Medium,False,2917.45,1.9,4.2,4.5,0.3,10.9,1,2.0,3285,4,4,3,3,88000,WO-00338
WO-00513,Inspection – Centrifugal Pump PMP-0005,PMP-0005,PMP,Tank-Farm,2015-02-07,4254,Inspection,High,False,3261.87,4.4,0.4,3.8,0.7,9.3,1,2.5,1825,3,2,4,3,48000,
WO-00514,Repair – Piping/Pipeline Segment PPL-0031,PPL-0031,PPL,Unit-100,2013-02-19,4972,Repair,Critical,False,10044.83,21.8,14.0,13.8,6.3,55.89999999999999,7,2.0,3285,4,4,3,3,88000,WO-00217
WO-00515,Testing – Control Valve VLV-0089,VLV-0089,VLV,Unit-200,2016-01-12,3915,Testing,Low,False,4923.44,8.5,16.5,22.9,1.3,49.199999999999996,6,1.5,1095,3,2,3,2,13500,
WO-00516,Inspection – Centrifugal Pump PMP-0080,PMP-0080,PMP,Utilities,2016-12-22,3570,Inspection,Critical,True,5179.19,8.6,1.0,2.4,1.0,13.0,2,2.5,1825,3,2,4,3,48000,
WO-00517,Overhaul – Instrument/Analyser INST-0091,INST-0091,INST,Tank-Farm,2018-09-09,2944,Overhaul,Low,False,525923.65,220.1,49.2,45.2,5.0,319.5,40,1.8,730,2,1,3,2,4800,
WO-00518,Overhaul – Electrical Equipment ELEC-0014,ELEC-0014,ELEC,Tank-Farm,2018-07-13,3002,Overhaul,High,False,396197.22,118.9,42.2,32.2,20.9,214.20000000000002,27,2.0,1460,3,1,3,3,24000,
WO-00519,Inspection – Heat Exchanger HX-0001,HX-0001,HX,Unit-100,2017-07-31,3349,Inspection,Critical,True,3858.79,2.0,1.4,2.2,0.6,6.199999999999999,1,2.0,2190,4,3,5,4,195000,
WO-00520,Inspection – Centrifugal Pump PMP-0026,PMP-0026,PMP,Utilities,2022-07-30,1524,Inspection,High,False,5209.16,4.4,0.4,1.9,0.2,6.900000000000001,1,2.5,1825,3,2,4,3,48000,
WO-00521,Inspection – Storage Tank TNK-0001,TNK-0001,TNK,Unit-200,2011-12-29,5390,Inspection,Low,False,3284.03,7.5,1.0,3.4,0.3,12.200000000000001,2,3.5,5475,4,5,3,4,390000,
WO-00522,Overhaul – Piping/Pipeline Segment PPL-0004,PPL-0004,PPL,Unit-100,2012-01-20,5368,Overhaul,Critical,False,182873.9,220.9,35.5,33.8,21.7,311.9,39,2.0,3285,4,4,3,3,88000,
WO-00523,Repair – Heat Exchanger HX-0018,HX-0018,HX,Unit-200,2021-02-10,2059,Repair,Critical,False,54873.42,41.1,10.7,3.9,9.5,65.19999999999999,8,2.0,2190,4,3,5,4,195000,
WO-00524,Replacement – Storage Tank TNK-0006,TNK-0006,TNK,Unit-100,2013-04-21,4911,Replacement,Medium,False,84477.33,44.9,4.9,20.3,5.6,75.69999999999999,9,3.5,5475,4,5,3,4,390000,
WO-00525,Inspection – Storage Tank TNK-0009,TNK-0009,TNK,Unit-200,2012-04-19,5278,Inspection,Medium,False,916.94,7.1,0.3,3.1,0.0,10.5,1,3.5,5475,4,5,3,4,390000,
WO-00526,Repair – Piping/Pipeline Segment PPL-0044,PPL-0044,PPL,Unit-300,2020-02-02,2433,Repair,Medium,False,67432.86,96.2,27.5,10.0,4.6,138.29999999999998,17,2.0,3285,4,4,3,3,88000,
WO-00527,Testing – Control Valve VLV-0002,VLV-0002,VLV,Utilities,2012-02-26,5331,Testing,Medium,False,14606.12,15.8,8.0,22.9,1.9,48.6,6,1.5,1095,3,2,3,2,13500,
WO-00528,Repair – Instrument/Analyser INST-0068,INST-0068,INST,Flare-System,2011-11-30,5419,Repair,High,False,45771.76,94.9,6.4,17.6,1.5,120.4,15,1.8,730,2,1,3,2,4800,
WO-00529,Inspection – Piping/Pipeline Segment PPL-0042,PPL-0042,PPL,Offsites,2015-06-20,4121,Inspection,Critical,True,4145.6,3.9,1.9,3.2,0.9,9.9,1,2.0,3285,4,4,3,3,88000,
WO-00530,Inspection – Storage Tank TNK-0005,TNK-0005,TNK,Flare-System,2020-01-17,2449,Inspection,High,False,6339.85,7.6,1.1,4.3,0.8,13.8,2,3.5,5475,4,5,3,4,390000,
WO-00531,Testing – Instrument/Analyser INST-0084,INST-0084,INST,Unit-300,2016-09-01,3682,Testing,Medium,False,10935.82,14.2,11.2,4.0,0.5,29.9,4,1.8,730,2,1,3,2,4800,
WO-00532,Calibration – Reciprocating Compressor CMP-0008,CMP-0008,CMP,Unit-100,2021-05-01,1979,Calibration,High,False,1126.86,1.3,3.6,8.2,0.9,14.0,2,3.0,1460,5,4,5,5,490000,
WO-00533,Replacement – Centrifugal Pump PMP-0053,PMP-0053,PMP,Utilities,2017-12-16,3211,Replacement,High,False,61017.45,28.1,15.1,23.2,6.3,72.7,9,2.5,1825,3,2,4,3,48000,
WO-00534,Replacement – Control Valve VLV-0029,VLV-0029,VLV,Tank-Farm,2022-07-01,1553,Replacement,Medium,False,69932.56,24.6,2.0,21.3,4.9,52.800000000000004,7,1.5,1095,3,2,3,2,13500,
WO-00535,Inspection – Centrifugal Pump PMP-0041,PMP-0041,PMP,Offsites,2016-05-26,3780,Inspection,Low,False,6794.62,3.4,0.8,4.4,0.5,9.100000000000001,1,2.5,1825,3,2,4,3,48000,
WO-00536,Replacement – Reciprocating Compressor CMP-0007,CMP-0007,CMP,Flare-System,2018-06-29,3016,Replacement,Medium,False,87251.78,58.9,11.9,17.8,4.5,93.1,12,3.0,1460,5,4,5,5,490000,WO-00024
WO-00537,Repair – Centrifugal Pump PMP-0047,PMP-0047,PMP,Flare-System,2019-08-23,2596,Repair,Medium,False,56838.33,94.1,19.3,12.4,3.7,129.5,16,2.5,1825,3,2,4,3,48000,
WO-00538,Repair – Electrical Equipment ELEC-0002,ELEC-0002,ELEC,Unit-200,2016-04-24,3812,Repair,High,False,52412.67,29.4,18.1,15.6,9.5,72.6,9,2.0,1460,3,1,3,3,24000,WO-00425
WO-00539,Inspection – Instrument/Analyser INST-0075,INST-0075,INST,Utilities,2023-08-24,1134,Inspection,High,False,3655.78,3.0,2.0,2.7,0.5,8.2,1,1.8,730,2,1,3,2,4800,
WO-00540,Overhaul – Instrument/Analyser INST-0030,INST-0030,INST,Flare-System,2021-04-25,1985,Overhaul,Low,False,591045.95,137.7,8.4,18.2,23.6,187.89999999999998,23,1.8,730,2,1,3,2,4800,
WO-00541,Replacement – Electrical Equipment ELEC-0032,ELEC-0032,ELEC,Unit-200,2021-02-14,2055,Replacement,Low,False,75755.37,12.0,12.4,6.5,8.4,39.3,5,2.0,1460,3,1,3,3,24000,
WO-00542,Inspection – Pressure Vessel VSL-0003,VSL-0003,VSL,Tank-Farm,2019-01-17,2814,Inspection,Low,False,4024.07,2.8,0.7,1.3,0.3,5.1,1,2.8,3650,5,5,5,5,290000,
WO-00543,Inspection – Control Valve VLV-0119,VLV-0119,VLV,Flare-System,2019-08-17,2602,Inspection,High,False,6956.37,2.6,1.1,2.8,0.9,7.4,1,1.5,1095,3,2,3,2,13500,
WO-00544,Inspection – Reciprocating Compressor CMP-0014,CMP-0014,CMP,Unit-100,2024-01-13,992,Inspection,Medium,False,6140.48,7.8,1.4,1.1,0.3,10.6,1,3.0,1460,5,4,5,5,490000,
WO-00545,Cleaning – Pressure Vessel VSL-0025,VSL-0025,VSL,Unit-200,2023-10-02,1095,Cleaning,Critical,True,15452.68,11.1,0.5,1.9,7.8,21.3,3,2.8,3650,5,5,5,5,290000,
WO-00546,Testing – Heat Exchanger HX-0029,HX-0029,HX,Unit-200,2022-07-13,1541,Testing,High,False,8944.37,8.0,11.9,18.5,0.8,39.199999999999996,5,2.0,2190,4,3,5,4,195000,
WO-00547,Calibration – Instrument/Analyser INST-0075,INST-0075,INST,Utilities,2023-08-24,1134,Calibration,Medium,False,747.05,1.9,4.8,10.7,0.7,18.099999999999998,2,1.8,730,2,1,3,2,4800,
WO-00548,Overhaul – Piping/Pipeline Segment PPL-0044,PPL-0044,PPL,Unit-300,2020-02-02,2433,Overhaul,High,False,395099.09,220.6,41.6,42.6,9.2,314.0,39,2.0,3285,4,4,3,3,88000,
WO-00549,Cleaning – Instrument/Analyser INST-0040,INST-0040,INST,Flare-System,2020-09-15,2207,Cleaning,High,False,2060.58,22.5,0.6,0.6,4.1,27.800000000000004,3,1.8,730,2,1,3,2,4800,
WO-00550,Replacement – Control Valve VLV-0054,VLV-0054,VLV,Utilities,2013-11-04,4714,Replacement,Critical,False,74554.82,38.3,6.6,8.1,8.4,61.4,8,1.5,1095,3,2,3,2,13500,
