wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id,priority_weight,asset_master_linked,asset_name,fitted_beta,fitted_eta,failure_prob,rul_days,weibull_source,consequence_score,likelihood_tier,consequence_tier,risk_score,risk_level,deferred_cost_usd,net_value_usd,selected,decision
WO-00287,Cleaning – Control Valve VLV-0119,VLV-0119,Vlv,Flare-System,2019-08-17,2602,Cleaning,High,False,4883.9,21.3,0.2,1.4,8.8,31.7,4,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5494040910272064,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2948.24,-1935.66,False,DEFER
WO-00288,Calibration – Control Valve VLV-0116,VLV-0116,Vlv,Utilities,2020-08-27,2226,Calibration,Medium,False,638.97,1.7,9.6,6.4,0.7,18.4,2,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5235370380523834,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2809.43,2170.46,True,INCLUDE
WO-00289,Cleaning – Instrument/Analyser INST-0042,INST-0042,Inst,Unit-100,2013-05-08,4894,Cleaning,Low,False,17955.75,15.7,1.2,0.5,5.0,22.4,3,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-16515.75,False,DEFER
WO-00290,Inspection – Instrument/Analyser INST-0106,INST-0106,Inst,Offsites,2016-11-19,3603,Inspection,High,False,5022.06,3.5,1.7,3.3,0.4,8.9,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9651885279547955,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1389.87,-3632.19,False,DEFER
WO-00291,Overhaul – Distillation Tower TWR-0006,TWR-0006,Twr,Flare-System,2014-07-19,4457,Overhaul,High,False,575203.21,141.8,27.7,39.3,11.6,220.4,28,2.2,2920,5,5,5,5,980000,,3,True,Distillation Tower,2.2,2920.0,0.38082304162641206,2920.0,asset_inline_fallback,5.0,4,5,20,CRITICAL,279904.94,-295298.27,False,DEFER
WO-00292,Replacement – Electrical Equipment ELEC-0078,ELEC-0078,Elec,Unit-100,2025-07-01,457,Replacement,Medium,False,22355.77,45.1,17.7,22.1,8.9,93.80000000000001,12,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.19668378403107936,1758.4434427805795,asset_inline_fallback,2.5,3,2,6,MEDIUM,1770.15,-20585.62,False,DEFER
WO-00293,Replacement – Piping/Pipeline Segment PPL-0022,PPL-0022,Ppl,Unit-200,2018-06-13,3032,Replacement,Medium,False,78361.23,57.6,15.1,13.9,7.2,93.80000000000001,12,2.0,3285,4,4,3,3,88000,,2,True,Piping/Pipeline Segment,2.0,3285.0,0.19543463731774768,1952.748121395858,asset_inline_fallback,3.65,3,4,12,HIGH,9416.04,-68945.19,False,DEFER
WO-00294,Repair – Reciprocating Compressor CMP-0010,CMP-0010,Cmp,Flare-System,2020-07-10,2274,Repair,Low,False,61530.83,47.9,11.1,11.0,4.0,74.0,9,3.0,1460,5,4,5,5,490000,,1,True,Reciprocating Compressor,3.0,1460.0,0.8808172641333982,1460.0,asset_inline_fallback,4.75,5,5,25,CRITICAL,307515.33,245984.5,True,INCLUDE
WO-00295,Overhaul – Instrument/Analyser INST-0148,INST-0148,Inst,Utilities,2021-11-27,1769,Overhaul,Low,False,291152.96,109.6,34.9,29.8,6.6,180.9,23,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.8613715217109107,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1240.37,-289912.59,False,DEFER
WO-00296,Replacement – Control Valve VLV-0055,VLV-0055,Vlv,Unit-100,2023-03-19,1292,Replacement,Critical,True,54746.52,18.7,12.0,18.0,8.9,57.6,7,1.5,1095,3,2,3,2,13500,,4,True,Control Valve,1.5,1095.0,0.4400113407969011,617.3750578486779,asset_inline_fallback,2.65,4,3,12,HIGH,2361.21,-52385.31,True,INCLUDE
WO-00297,Testing – Piping/Pipeline Segment PPL-0043,PPL-0043,Ppl,Tank-Farm,2021-08-11,1877,Testing,Critical,False,10705.36,7.1,8.1,9.9,1.8,26.900000000000002,3,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.13005052354484886,3107.748123302953,asset_inline_fallback,3.65,2,4,8,MEDIUM,6265.83,-4439.53,False,DEFER
WO-00298,Overhaul – Control Valve VLV-0025,VLV-0025,Vlv,Tank-Farm,2019-03-19,2753,Overhaul,Low,False,427856.76,214.4,35.7,39.6,7.5,297.20000000000005,37,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.5589199259774923,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2999.3,-424857.46,False,DEFER
WO-00299,Replacement – Control Valve VLV-0051,VLV-0051,Vlv,Offsites,2020-03-30,2376,Replacement,High,False,19763.49,58.8,5.6,6.7,6.6,77.69999999999999,10,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5342579670756874,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2866.96,-16896.53,False,DEFER
WO-00300,Inspection – Instrument/Analyser INST-0152,INST-0152,Inst,Utilities,2014-06-16,4490,Inspection,Low,False,5048.3,8.1,1.6,1.6,0.6,11.899999999999999,1,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-3608.3,False,DEFER
WO-00301,Inspection – Electrical Equipment ELEC-0019,ELEC-0019,Elec,Unit-200,2021-07-11,1908,Inspection,Low,False,2136.85,2.0,1.0,1.8,0.7,5.5,1,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.5112600143124145,307.4436089014298,asset_inline_fallback,2.5,4,2,8,MEDIUM,4601.34,2464.49,True,INCLUDE
WO-00302,Replacement – Heat Exchanger HX-0001,HX-0001,Hx,Unit-100,2017-07-31,3349,Replacement,Low,False,79646.16,19.0,2.3,19.2,4.9,45.4,6,2.0,2190,4,3,5,4,195000,,1,True,Heat Exchanger,2.0,2190.0,0.41580416933096087,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,48649.09,-30997.07,False,DEFER
WO-00303,Cleaning – Instrument/Analyser INST-0054,INST-0054,Inst,Offsites,2014-03-07,4591,Cleaning,High,False,4779.59,14.8,0.4,1.8,7.5,24.5,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-3339.59,False,DEFER
WO-00304,Cleaning – Control Valve VLV-0083,VLV-0083,Vlv,Unit-300,2018-04-05,3101,Cleaning,High,False,17067.52,22.8,0.2,0.0,2.9,25.9,3,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5792498738034747,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3108.4,-13959.12,False,DEFER
WO-00305,Overhaul – Instrument/Analyser INST-0089,INST-0089,Inst,Tank-Farm,2019-01-01,2830,Overhaul,Medium,False,94830.05,122.2,26.5,12.6,22.3,183.6,23,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.939003648087045,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1352.17,-93477.88,False,DEFER
WO-00306,Replacement – Instrument/Analyser INST-0054,INST-0054,Inst,Offsites,2014-03-07,4591,Replacement,Low,False,63294.33,24.3,17.4,15.5,5.5,62.7,8,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-61854.33,False,DEFER
WO-00307,Repair – Piping/Pipeline Segment PPL-0037,PPL-0037,Ppl,Tank-Farm,2013-12-01,4687,Repair,High,False,65398.55,28.8,8.0,14.4,5.2,56.4,7,2.0,3285,4,4,3,3,88000,,3,True,Piping/Pipeline Segment,2.0,3285.0,0.2806518146104407,297.74812008741173,asset_inline_fallback,3.65,3,4,12,HIGH,13521.8,-51876.75,False,DEFER
WO-00308,Calibration – Piping/Pipeline Segment PPL-0004,PPL-0004,Ppl,Unit-100,2012-01-20,5368,Calibration,Medium,False,1026.88,0.6,5.9,8.4,0.7,15.6,2,2.0,3285,4,4,3,3,88000,,2,True,Piping/Pipeline Segment,2.0,3285.0,0.3130390027037096,3285.0,asset_inline_fallback,3.65,3,4,12,HIGH,15082.22,14055.34,True,INCLUDE
WO-00309,Overhaul – Instrument/Analyser INST-0115,INST-0115,Inst,Utilities,2016-08-07,3707,Overhaul,Medium,False,438422.86,142.1,37.9,17.4,18.8,216.20000000000002,27,1.8,730,2,1,3,2,4800,WO-00188,2,True,Instrument/Analyser,1.8,730.0,0.9676589802665541,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1393.43,-437029.43,False,DEFER
WO-00310,Replacement – Instrument/Analyser INST-0131,INST-0131,Inst,Unit-100,2024-03-22,923,Replacement,Low,False,68936.66,52.5,6.5,18.7,9.6,87.3,11,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.7144879782396125,237.2558267032498,asset_inline_fallback,2.0,5,2,10,HIGH,1028.86,-67907.8,False,DEFER
WO-00311,Overhaul – Storage Tank TNK-0002,TNK-0002,Tnk,Unit-300,2018-07-21,2994,Overhaul,Medium,False,370216.52,238.4,31.9,12.8,4.9,288.0,36,3.5,5475,4,5,3,4,390000,,2,True,Storage Tank,3.5,5475.0,0.058187654966753787,3954.2321563754786,asset_inline_fallback,4.0,2,4,8,MEDIUM,13615.91,-356600.61,False,DEFER
WO-00312,Overhaul – Heat Exchanger HX-0035,HX-0035,Hx,Flare-System,2018-07-19,2996,Overhaul,Medium,False,159385.54,109.5,39.8,27.5,21.4,198.20000000000002,25,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.3835573305765845,327.16541335077136,asset_inline_fallback,4.0,4,4,16,HIGH,44876.21,-114509.33,False,DEFER
WO-00313,Testing – Instrument/Analyser INST-0160,INST-0160,Inst,Unit-100,2023-11-15,1051,Testing,High,False,13383.3,6.6,17.2,4.4,2.0,30.199999999999996,4,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.7455087210158288,109.25594412766509,asset_inline_fallback,2.0,5,2,10,HIGH,1073.53,-12309.77,False,DEFER
WO-00314,Cleaning – Electrical Equipment ELEC-0009,ELEC-0009,Elec,Utilities,2025-04-01,548,Cleaning,Medium,False,21379.69,7.9,1.7,0.0,5.5,15.1,2,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.22133256181022662,1667.4436147462725,asset_inline_fallback,2.5,3,2,6,MEDIUM,1991.99,-19387.7,False,DEFER
WO-00315,Replacement – Centrifugal Pump PMP-0080,PMP-0080,Pmp,Utilities,2016-12-22,3570,Replacement,Medium,False,72434.25,55.6,7.9,15.6,8.9,88.0,11,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.7711382286190229,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,16656.59,-55777.66,False,DEFER
WO-00316,Inspection – Electrical Equipment ELEC-0077,ELEC-0077,Elec,Offsites,2014-01-19,4638,Inspection,High,False,7576.65,2.4,1.2,3.3,0.8,7.699999999999999,1,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.8081144473017963,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7273.03,-303.62,False,DEFER
WO-00317,Inspection – Instrument/Analyser INST-0143,INST-0143,Inst,Offsites,2022-06-05,1579,Inspection,High,False,6165.59,3.2,0.9,3.9,0.7,8.7,1,1.8,730,2,1,3,2,4800,WO-00231,3,True,Instrument/Analyser,1.8,730.0,0.8380383714695971,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1206.78,-4958.81,False,DEFER
WO-00318,Replacement – Control Valve VLV-0084,VLV-0084,Vlv,Utilities,2013-11-17,4701,Replacement,Low,False,116432.11,31.3,2.8,8.4,4.1,46.6,6,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.6521042878953626,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3499.35,-112932.76,False,DEFER
WO-00319,Replacement – Instrument/Analyser INST-0009,INST-0009,Inst,Flare-System,2015-10-29,3990,Replacement,Medium,False,8035.52,34.7,3.5,9.5,9.9,57.6,7,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-6595.52,False,DEFER
WO-00320,Inspection – Instrument/Analyser INST-0013,INST-0013,Inst,Utilities,2014-10-13,4371,Inspection,Medium,False,3920.28,3.4,0.2,3.3,0.5,7.4,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-2480.28,False,DEFER
WO-00321,Repair – Storage Tank TNK-0015,TNK-0015,Tnk,Unit-300,2020-06-13,2301,Repair,Critical,True,21241.18,92.9,17.5,6.7,8.6,125.7,16,3.5,5475,4,5,3,4,390000,,4,True,Storage Tank,3.5,5475.0,0.03192375048023348,4647.232148230854,asset_inline_fallback,4.0,1,4,4,LOW,7470.16,-13771.02,True,INCLUDE
WO-00322,Cleaning – Piping/Pipeline Segment PPL-0026,PPL-0026,Ppl,Flare-System,2016-08-15,3699,Cleaning,Critical,False,18318.92,10.7,1.7,0.5,8.7,21.599999999999998,3,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.230930540812598,1285.7481218821104,asset_inline_fallback,3.65,3,4,12,HIGH,11126.23,-7192.69,False,DEFER
WO-00323,Inspection – Electrical Equipment ELEC-0030,ELEC-0030,Elec,Flare-System,2019-01-14,2817,Inspection,Medium,False,3419.29,8.8,0.3,4.5,0.2,13.8,2,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.6420013370615681,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,5778.01,2358.72,True,INCLUDE
WO-00324,Replacement – Instrument/Analyser INST-0114,INST-0114,Inst,Offsites,2019-08-06,2613,Replacement,Medium,False,18584.52,57.1,9.9,17.8,6.2,91.0,11,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9282470019698608,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1336.68,-17247.84,False,DEFER
WO-00325,Cleaning – Centrifugal Pump PMP-0065,PMP-0065,Pmp,Flare-System,2020-09-09,2213,Cleaning,High,False,22560.22,20.8,1.1,1.3,6.9,30.1,4,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.5287953349305949,334.70502889011686,asset_inline_fallback,3.0,4,3,12,HIGH,11421.98,-11138.24,False,DEFER
WO-00326,Cleaning – Storage Tank TNK-0012,TNK-0012,Tnk,Flare-System,2022-10-13,1449,Cleaning,High,False,11645.68,22.2,1.9,1.9,8.6,34.599999999999994,4,3.5,5475,4,5,3,4,390000,,3,True,Storage Tank,3.5,5475.0,0.011334279006244445,5499.232142110891,asset_inline_fallback,4.0,1,4,4,LOW,2652.22,-8993.46,False,DEFER
WO-00327,Calibration – Heat Exchanger HX-0004,HX-0004,Hx,Unit-100,2018-11-03,2889,Calibration,Medium,False,698.54,1.0,4.1,4.1,1.0,10.2,1,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.37343565547741603,434.165169871148,asset_inline_fallback,4.0,4,4,16,HIGH,43691.97,42993.43,True,INCLUDE
WO-00328,Overhaul – Heat Exchanger HX-0024,HX-0024,Hx,Unit-100,2016-05-06,3800,Overhaul,Critical,False,163679.09,178.6,26.3,41.7,24.0,270.6,34,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.4545610434088689,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,53183.64,-110495.45,False,DEFER
WO-00329,Replacement – Centrifugal Pump PMP-0044,PMP-0044,Pmp,Offsites,2018-01-03,3193,Replacement,Critical,False,35748.99,12.9,9.1,4.3,2.0,28.3,4,2.5,1825,3,2,4,3,48000,WO-00317,4,True,Centrifugal Pump,2.5,1825.0,0.7158282393255107,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15461.89,-20287.1,False,DEFER
WO-00330,Inspection – Piping/Pipeline Segment PPL-0013,PPL-0013,Ppl,Unit-300,2020-06-22,2292,Inspection,Critical,False,6017.98,2.8,1.7,1.9,0.1,6.5,1,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.1541336223544567,2692.7481200030224,asset_inline_fallback,3.65,3,4,12,HIGH,7426.16,1408.18,True,INCLUDE
WO-00331,Calibration – Instrument/Analyser INST-0015,INST-0015,Inst,Offsites,2023-09-21,1106,Calibration,Medium,False,918.53,1.0,2.9,19.8,0.1,23.8,3,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.75759842867434,54.25593594634756,asset_inline_fallback,2.0,5,2,10,HIGH,1090.94,172.41,False,DEFER
WO-00332,Repair – Control Valve VLV-0015,VLV-0015,Vlv,Unit-300,2018-12-01,2861,Repair,Medium,False,21101.18,32.6,25.0,6.9,1.0,65.5,8,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5654566049242388,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3034.38,-18066.8,False,DEFER
WO-00333,Inspection – Centrifugal Pump PMP-0051,PMP-0051,Pmp,Flare-System,2021-10-25,1802,Inspection,High,False,7332.46,7.1,1.2,1.8,0.7,10.799999999999999,1,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.43309269090682806,745.704963050171,asset_inline_fallback,3.0,4,3,12,HIGH,9354.8,2022.34,False,DEFER
WO-00334,Inspection – Pressure Vessel VSL-0004,VSL-0004,Vsl,Offsites,2020-06-26,2288,Inspection,Medium,False,7118.26,6.6,1.6,2.1,0.1,10.399999999999999,1,2.8,3650,5,5,5,5,290000,,2,True,Pressure Vessel,2.8,3650.0,0.12965984734326574,2628.495106546674,asset_inline_fallback,5.0,2,5,10,HIGH,28201.02,21082.76,True,INCLUDE
WO-00335,Calibration – Instrument/Analyser INST-0158,INST-0158,Inst,Utilities,2020-04-05,2370,Calibration,Medium,False,1280.89,0.0,8.5,7.3,0.3,16.1,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9136730582927818,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1315.69,34.8,False,DEFER
WO-00336,Inspection – Piping/Pipeline Segment PPL-0042,PPL-0042,Ppl,Offsites,2015-06-20,4121,Inspection,Low,False,1132.77,2.2,1.8,2.2,0.7,6.9,1,2.0,3285,4,4,3,3,88000,WO-00205,1,True,Piping/Pipeline Segment,2.0,3285.0,0.25257495892544657,863.7481200292004,asset_inline_fallback,3.65,3,4,12,HIGH,12169.06,11036.29,True,INCLUDE
WO-00337,Cleaning – Instrument/Analyser INST-0052,INST-0052,Inst,Unit-100,2021-05-12,1968,Cleaning,Medium,False,13602.28,16.5,0.8,1.2,9.7,28.2,4,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.8818335248310369,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1269.84,-12332.44,False,DEFER
WO-00338,Overhaul – Instrument/Analyser INST-0086,INST-0086,Inst,Tank-Farm,2024-12-09,661,Overhaul,Medium,False,209480.22,216.7,13.7,43.7,9.1,283.2,35,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.6354295316017389,499.2559341041192,asset_inline_fallback,2.0,5,2,10,HIGH,915.02,-208565.2,False,DEFER
WO-00339,Calibration – Electrical Equipment ELEC-0048,ELEC-0048,Elec,Unit-200,2022-03-12,1664,Calibration,Medium,False,1535.59,0.4,8.8,9.9,0.3,19.400000000000002,2,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.46866523493316403,551.4436590123983,asset_inline_fallback,2.5,4,2,8,MEDIUM,4217.99,2682.4,True,INCLUDE
WO-00340,Overhaul – Storage Tank TNK-0004,TNK-0004,Tnk,Tank-Farm,2018-06-22,3023,Overhaul,High,False,414585.55,67.4,26.3,45.5,4.7,143.89999999999998,18,3.5,5475,4,5,3,4,390000,,3,True,Storage Tank,3.5,5475.0,0.05948211640400293,3925.2321527627173,asset_inline_fallback,4.0,2,4,8,MEDIUM,13918.82,-400666.73,False,DEFER
WO-00341,Cleaning – Control Valve VLV-0042,VLV-0042,Vlv,Unit-300,2014-03-19,4579,Cleaning,Low,False,22305.07,18.3,1.6,0.4,4.8,25.1,3,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.6474550892377791,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3474.41,-18830.66,False,DEFER
WO-00342,Repair – Piping/Pipeline Segment PPL-0040,PPL-0040,Ppl,Unit-200,2023-07-05,1184,Repair,Medium,False,45520.33,51.7,15.7,3.1,9.0,79.5,10,2.0,3285,4,4,3,3,88000,,2,True,Piping/Pipeline Segment,2.0,3285.0,0.08829643998669849,3800.7481627282386,asset_inline_fallback,3.65,2,4,8,MEDIUM,4254.12,-41266.21,False,DEFER
WO-00343,Overhaul – Instrument/Analyser INST-0031,INST-0031,Inst,Unit-100,2019-11-24,2503,Overhaul,High,False,178472.38,108.6,13.2,38.3,15.1,175.2,22,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9220148711292817,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1327.7,-177144.68,False,DEFER
WO-00344,Cleaning – Piping/Pipeline Segment PPL-0002,PPL-0002,Ppl,Unit-100,2022-11-22,1409,Cleaning,High,False,24501.53,6.9,0.9,1.0,3.3,12.100000000000001,2,2.0,3285,4,4,3,3,88000,,3,True,Piping/Pipeline Segment,2.0,3285.0,0.10206813322204045,3575.748008362657,asset_inline_fallback,3.65,2,4,8,MEDIUM,4917.64,-19583.89,False,DEFER
WO-00345,Cleaning – Centrifugal Pump PMP-0074,PMP-0074,Pmp,Flare-System,2019-05-17,2694,Cleaning,High,False,4776.27,7.7,1.7,0.6,7.0,17.0,2,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.628385677260022,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,13573.13,8796.86,True,INCLUDE
WO-00346,Repair – Centrifugal Pump PMP-0061,PMP-0061,Pmp,Utilities,2023-08-15,1143,Repair,Critical,True,59711.78,85.3,20.3,10.1,4.5,120.19999999999999,15,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.2667165467217167,1404.7049532065412,asset_inline_fallback,3.0,3,3,9,MEDIUM,5761.08,-53950.7,True,INCLUDE
WO-00347,Overhaul – Electrical Equipment ELEC-0079,ELEC-0079,Elec,Offsites,2022-07-08,1546,Overhaul,Medium,False,90645.91,124.8,24.4,9.5,9.5,168.2,21,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.4467537370492432,669.4436647086904,asset_inline_fallback,2.5,4,2,8,MEDIUM,4020.78,-86625.13,False,DEFER
WO-00348,Cleaning – Instrument/Analyser INST-0127,INST-0127,Inst,Utilities,2014-07-13,4463,Cleaning,Low,False,20348.02,17.0,1.7,1.6,2.8,23.1,3,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-18908.02,False,DEFER
WO-00349,Inspection – Heat Exchanger HX-0030,HX-0030,Hx,Unit-100,2017-12-27,3200,Inspection,Critical,True,5016.6,8.3,0.7,3.4,0.4,12.8,2,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.4024039067881896,123.16541488803705,asset_inline_fallback,4.0,4,4,16,HIGH,47081.26,42064.66,True,INCLUDE
WO-00350,Inspection – Electrical Equipment ELEC-0085,ELEC-0085,Elec,Utilities,2015-02-21,4240,Inspection,Medium,False,1301.98,2.8,1.2,3.1,0.5,7.6,1,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.7800939335567418,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7020.85,5718.87,True,INCLUDE
WO-00351,Inspection – Centrifugal Pump PMP-0064,PMP-0064,Pmp,Unit-300,2016-12-07,3585,Inspection,Medium,False,2605.28,8.2,1.8,2.8,0.1,12.9,2,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.7731541005068742,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,16700.13,14094.85,True,INCLUDE
WO-00352,Repair – Instrument/Analyser INST-0133,INST-0133,Inst,Offsites,2014-12-05,4318,Repair,Medium,False,34265.5,30.4,5.1,12.6,9.2,57.3,7,1.8,730,2,1,3,2,4800,WO-00004,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-32825.5,False,DEFER
WO-00353,Replacement – Reciprocating Compressor CMP-0013,CMP-0013,Cmp,Flare-System,2022-05-19,1596,Replacement,Critical,False,78932.16,51.3,10.6,20.4,4.5,86.8,11,3.0,1460,5,4,5,5,490000,,4,True,Reciprocating Compressor,3.0,1460.0,0.6726824794646059,331.9307131740859,asset_inline_fallback,4.75,5,5,25,CRITICAL,234850.27,155918.11,True,INCLUDE
WO-00354,Cleaning – Centrifugal Pump PMP-0044,PMP-0044,Pmp,Offsites,2018-01-03,3193,Cleaning,High,False,12152.47,27.5,1.0,0.8,5.2,34.5,4,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.7158282393255107,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15461.89,3309.42,False,DEFER
WO-00355,Replacement – Electrical Equipment ELEC-0030,ELEC-0030,Elec,Flare-System,2019-01-14,2817,Replacement,Medium,False,88134.26,27.8,8.9,16.3,1.5,54.5,7,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.6420013370615681,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,5778.01,-82356.25,False,DEFER
WO-00356,Overhaul – Electrical Equipment ELEC-0055,ELEC-0055,Elec,Unit-200,2019-12-17,2480,Overhaul,High,False,280020.28,183.9,39.8,43.5,11.5,278.7,35,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.5982057223513967,1460.0,asset_inline_fallback,2.5,4,2,8,MEDIUM,5383.85,-274636.43,False,DEFER
WO-00357,Calibration – Centrifugal Pump PMP-0066,PMP-0066,Pmp,Unit-100,2024-02-06,968,Calibration,High,False,1829.05,1.3,6.4,16.4,0.2,24.299999999999997,3,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.22202127128039098,1579.7050221579143,asset_inline_fallback,3.0,3,3,9,MEDIUM,4795.66,2966.61,True,INCLUDE
