asset_tag,asset_class,failure_no,time_to_failure_d,failure_date,failure_mode,severity
INST-0153,INST,1,490.68,2022-12-12,Wear,4
INST-0153,INST,2,926.1,2024-02-21,Blockage,3
INST-0154,INST,1,628.31,2021-10-06,Blockage,1
INST-0154,INST,2,680.63,2021-11-27,Blockage,5
INST-0154,INST,3,875.59,2022-06-10,Corrosion,1
INST-0155,INST,1,258.59,2018-06-01,Seal Failure,1
INST-0155,INST,2,378.55,2018-09-29,Bearing Failure,2
INST-0155,INST,3,882.51,2020-02-15,Wear,1
INST-0155,INST,4,947.23,2020-04-20,Corrosion,3
INST-0155,INST,5,987.36,2020-05-30,Wear,5
INST-0156,INST,1,209.14,2012-05-14,Blockage,4
INST-0156,INST,2,431.75,2012-12-22,Bearing Failure,1
INST-0156,INST,3,508.28,2013-03-09,Bearing Failure,3
INST-0156,INST,4,525.51,2013-03-26,Blockage,3
INST-0156,INST,5,725.36,2013-10-12,Bearing Failure,2
INST-0157,INST,1,835.46,2019-09-17,Leakage,4
INST-0157,INST,2,1034.3,2020-04-03,Fatigue,4
INST-0158,INST,1,667.09,2022-02-01,Seal Failure,4
INST-0158,INST,2,773.95,2022-05-18,Blockage,4
INST-0159,INST,1,332.57,2019-09-16,Fouling,5
INST-0159,INST,2,856.95,2021-02-21,Corrosion,1
INST-0159,INST,3,1709.17,2023-06-24,Wear,5
INST-0160,INST,1,115.1,2024-03-09,Bearing Failure,1
INST-0160,INST,2,659.16,2025-09-04,Leakage,1
INST-0161,INST,1,521.66,2026-03-28,Fatigue,2
INST-0161,INST,2,1019.89,2026-10-01,Corrosion,4
INST-0162,INST,1,96.86,2023-03-10,Seal Failure,3
INST-0162,INST,2,566.46,2024-06-22,Bearing Failure,2
INST-0163,INST,1,237.89,2020-01-22,Fouling,2
INST-0163,INST,2,378.63,2020-06-11,Seal Failure,3
INST-0163,INST,3,494.37,2020-10-05,Wear,3
INST-0163,INST,4,708.83,2021-05-07,Corrosion,3
INST-0163,INST,5,711.93,2021-05-10,Blockage,3
INST-0164,INST,1,167.22,2017-05-01,Blockage,5
INST-0164,INST,2,277.15,2017-08-19,Blockage,4
INST-0164,INST,3,474.3,2018-03-04,Bearing Failure,3
INST-0164,INST,4,933.52,2019-06-06,Blockage,5
INST-0164,INST,5,1167.6,2020-01-26,Fouling,1
INST-0165,INST,1,392.23,2020-12-10,Wear,2
INST-0165,INST,2,667.87,2021-09-11,Wear,5
INST-0166,INST,1,143.49,2012-09-21,Fatigue,1
INST-0166,INST,2,665.48,2014-02-25,Bearing Failure,5
INST-0167,INST,1,207.89,2018-10-02,Seal Failure,4
INST-0167,INST,2,438.02,2019-05-21,Corrosion,5
INST-0167,INST,3,518.17,2019-08-09,Bearing Failure,2
INST-0167,INST,4,523.86,2019-08-14,Fatigue,4
INST-0167,INST,5,534.19,2019-08-25,Wear,5
INST-0168,INST,1,412.85,2022-11-24,Fatigue,5
INST-0168,INST,2,545.04,2023-04-06,Fatigue,3
INST-0168,INST,3,905.23,2024-03-31,Leakage,1
INST-0169,INST,1,98.37,2022-09-24,Bearing Failure,1
INST-0169,INST,2,459.5,2023-09-20,Corrosion,4
INST-0169,INST,3,843.83,2024-10-08,Leakage,5
INST-0169,INST,4,852.81,2024-10-17,Bearing Failure,3
INST-0169,INST,5,1104.8,2025-06-26,Corrosion,2
INST-0170,INST,1,34.66,2021-04-17,Fouling,1
INST-0170,INST,2,259.0,2021-11-28,Fouling,2
INST-0170,INST,3,510.64,2022-08-06,Wear,1
INST-0170,INST,4,870.87,2023-08-01,Seal Failure,2
INST-0170,INST,5,943.57,2023-10-13,Wear,3
INST-0171,INST,1,602.91,2019-12-29,Corrosion,3
INST-0171,INST,2,728.27,2020-05-03,Blockage,2
INST-0172,INST,1,214.2,2015-12-14,Fatigue,4
INST-0172,INST,2,270.48,2016-02-08,Fatigue,4
INST-0172,INST,3,741.47,2017-05-24,Blockage,5
INST-0173,INST,1,175.84,2017-02-01,Blockage,4
INST-0173,INST,2,472.22,2017-11-25,Fatigue,1
INST-0173,INST,3,648.56,2018-05-20,Wear,5
INST-0173,INST,4,1310.42,2020-03-12,Seal Failure,2
INST-0174,INST,1,369.17,2022-07-29,Leakage,4
INST-0174,INST,2,915.39,2024-01-26,Blockage,2
INST-0174,INST,3,1525.03,2025-09-27,Fouling,1
INST-0175,INST,1,161.27,2021-09-06,Seal Failure,3
INST-0175,INST,2,396.32,2022-04-29,Fatigue,5
INST-0175,INST,3,410.82,2022-05-13,Fouling,4
INST-0175,INST,4,493.93,2022-08-04,Wear,2
INST-0175,INST,5,534.81,2022-09-14,Leakage,1
INST-0175,INST,6,567.54,2022-10-17,Wear,5
INST-0176,INST,1,514.24,2024-12-25,Seal Failure,1
INST-0176,INST,2,747.86,2025-08-15,Wear,1
INST-0176,INST,3,985.88,2026-04-10,Wear,1
INST-0177,INST,1,124.48,2022-02-16,Wear,1
INST-0177,INST,2,349.66,2022-09-29,Fouling,5
INST-0177,INST,3,555.36,2023-04-23,Fatigue,1
INST-0177,INST,4,702.19,2023-09-17,Corrosion,3
INST-0177,INST,5,1204.78,2025-01-31,Corrosion,5
INST-0178,INST,1,374.98,2018-12-02,Blockage,2
INST-0178,INST,2,413.3,2019-01-10,Corrosion,5
INST-0178,INST,3,826.61,2020-02-27,Blockage,2
INST-0178,INST,4,1051.08,2020-10-09,Seal Failure,1
INST-0178,INST,5,1109.26,2020-12-06,Bearing Failure,4
INST-0179,INST,1,97.21,2015-01-19,Bearing Failure,3
INST-0179,INST,2,334.36,2015-09-13,Leakage,1
INST-0179,INST,3,396.86,2015-11-14,Fouling,3
INST-0179,INST,4,492.56,2016-02-18,Seal Failure,1
INST-0179,INST,5,1278.36,2018-04-14,Fatigue,5
INST-0180,INST,1,287.69,2020-05-27,Bearing Failure,3
INST-0180,INST,2,744.3,2021-08-27,Wear,1
ELEC-0001,ELEC,1,938.65,2014-05-28,Wear,1
ELEC-0001,ELEC,2,1401.85,2015-09-03,Corrosion,5
ELEC-0001,ELEC,3,1427.31,2015-09-29,Bearing Failure,1
ELEC-0002,ELEC,1,383.11,2017-05-12,Fouling,1
ELEC-0002,ELEC,2,648.03,2018-02-01,Wear,1
ELEC-0002,ELEC,3,816.73,2018-07-19,Fouling,3
ELEC-0002,ELEC,4,1646.42,2020-10-26,Fatigue,4
ELEC-0002,ELEC,5,2328.61,2022-09-08,Bearing Failure,4
ELEC-0003,ELEC,1,116.07,2013-06-10,Fouling,2
ELEC-0003,ELEC,2,889.77,2015-07-23,Fouling,1
ELEC-0003,ELEC,3,1768.82,2017-12-18,Blockage,2
ELEC-0003,ELEC,4,2876.69,2020-12-30,Leakage,5
ELEC-0004,ELEC,1,304.21,2015-07-26,Fouling,1
ELEC-0004,ELEC,2,844.81,2017-01-16,Wear,1
ELEC-0004,ELEC,3,1318.28,2018-05-05,Blockage,3
ELEC-0004,ELEC,4,1372.2,2018-06-28,Fatigue,3
ELEC-0005,ELEC,1,1113.18,2020-12-07,Blockage,1
ELEC-0005,ELEC,2,1223.3,2021-03-27,Bearing Failure,2
ELEC-0005,ELEC,3,1544.32,2022-02-11,Wear,5
ELEC-0006,ELEC,1,1668.91,2026-10-01,Wear,3
ELEC-0006,ELEC,2,2714.94,2026-10-01,Seal Failure,2
ELEC-0007,ELEC,1,534.1,2013-11-06,Blockage,5
ELEC-0007,ELEC,2,1154.66,2015-07-19,Blockage,3
ELEC-0008,ELEC,1,745.28,2020-08-13,Seal Failure,3
ELEC-0008,ELEC,2,1183.55,2021-10-25,Fatigue,3
ELEC-0008,ELEC,3,1800.85,2023-07-04,Wear,1
ELEC-0008,ELEC,4,2711.82,2025-12-31,Bearing Failure,5
ELEC-0009,ELEC,1,478.02,2026-07-23,Wear,4
ELEC-0009,ELEC,2,2138.2,2026-10-01,Fatigue,2
ELEC-0010,ELEC,1,1280.27,2015-10-30,Fouling,4
ELEC-0010,ELEC,2,1310.93,2015-11-29,Bearing Failure,1
ELEC-0011,ELEC,1,212.46,2025-10-04,Seal Failure,2
ELEC-0011,ELEC,2,743.89,2026-10-01,Leakage,5
ELEC-0011,ELEC,3,984.26,2026-10-01,Fouling,1
ELEC-0011,ELEC,4,1234.75,2026-10-01,Leakage,5
ELEC-0011,ELEC,5,2078.12,2026-10-01,Seal Failure,3
ELEC-0011,ELEC,6,2145.56,2026-10-01,Corrosion,1
ELEC-0012,ELEC,1,641.5,2024-01-24,Fatigue,4
ELEC-0012,ELEC,2,877.06,2024-09-16,Wear,1
ELEC-0012,ELEC,3,1024.99,2025-02-10,Corrosion,3
ELEC-0012,ELEC,4,1269.03,2025-10-13,Fatigue,1
ELEC-0012,ELEC,5,1958.35,2026-10-01,Fatigue,2
ELEC-0012,ELEC,6,1969.13,2026-10-01,Seal Failure,3
ELEC-0013,ELEC,1,641.78,2021-02-20,Fatigue,5
ELEC-0013,ELEC,2,726.91,2021-05-16,Seal Failure,1
ELEC-0013,ELEC,3,848.6,2021-09-15,Fatigue,4
ELEC-0013,ELEC,4,1693.97,2024-01-08,Leakage,2
ELEC-0013,ELEC,5,1856.97,2024-06-19,Corrosion,1
ELEC-0013,ELEC,6,2545.51,2026-05-09,Wear,4
ELEC-0014,ELEC,1,1066.47,2021-06-13,Bearing Failure,5
ELEC-0014,ELEC,2,1446.11,2022-06-28,Leakage,1
ELEC-0014,ELEC,3,1563.55,2022-10-23,Seal Failure,5
ELEC-0014,ELEC,4,2532.05,2025-06-18,Leakage,2
ELEC-0015,ELEC,1,270.2,2025-10-11,Wear,3
ELEC-0015,ELEC,2,662.62,2026-10-01,Wear,5
ELEC-0015,ELEC,3,1867.87,2026-10-01,Wear,1
ELEC-0016,ELEC,1,424.32,2025-05-08,Fouling,2
ELEC-0016,ELEC,2,624.35,2025-11-24,Fatigue,3
ELEC-0016,ELEC,3,2621.72,2026-10-01,Seal Failure,5
ELEC-0017,ELEC,1,1446.53,2026-10-01,Bearing Failure,1
ELEC-0017,ELEC,2,1536.34,2026-10-01,Bearing Failure,5
ELEC-0017,ELEC,3,2297.8,2026-10-01,Fatigue,1
ELEC-0017,ELEC,4,2337.47,2026-10-01,Fatigue,2
ELEC-0018,ELEC,1,126.07,2016-04-30,Seal Failure,1
ELEC-0018,ELEC,2,474.78,2017-04-13,Fatigue,4
ELEC-0018,ELEC,3,563.04,2017-07-11,Fatigue,3
ELEC-0018,ELEC,4,1486.61,2020-01-20,Bearing Failure,2
ELEC-0019,ELEC,1,543.45,2023-01-05,Corrosion,2
ELEC-0019,ELEC,2,814.1,2023-10-03,Fouling,1
ELEC-0019,ELEC,3,1430.73,2025-06-10,Blockage,3
ELEC-0019,ELEC,4,1599.26,2025-11-26,Wear,5
ELEC-0019,ELEC,5,2401.49,2026-10-01,Leakage,1
ELEC-0020,ELEC,1,547.52,2021-09-26,Seal Failure,4
ELEC-0020,ELEC,2,1230.25,2023-08-10,Fouling,4
ELEC-0021,ELEC,1,606.7,2026-10-01,Blockage,3
ELEC-0021,ELEC,2,719.09,2026-10-01,Fouling,2
ELEC-0022,ELEC,1,512.64,2025-08-02,Fatigue,1
ELEC-0022,ELEC,2,674.15,2026-01-11,Leakage,3
ELEC-0022,ELEC,3,1414.43,2026-10-01,Blockage,4
ELEC-0022,ELEC,4,1610.1,2026-10-01,Seal Failure,3
ELEC-0022,ELEC,5,2167.67,2026-10-01,Corrosion,3
ELEC-0022,ELEC,6,2499.67,2026-10-01,Bearing Failure,5
ELEC-0023,ELEC,1,682.35,2026-10-01,Blockage,3
ELEC-0023,ELEC,2,1271.58,2026-10-01,Fouling,1
ELEC-0023,ELEC,3,1874.19,2026-10-01,Fatigue,5
ELEC-0023,ELEC,4,2156.07,2026-10-01,Corrosion,2
ELEC-0024,ELEC,1,436.78,2019-11-02,Blockage,4
ELEC-0024,ELEC,2,824.9,2020-11-24,Wear,2
ELEC-0024,ELEC,3,1539.26,2022-11-09,Bearing Failure,5
ELEC-0024,ELEC,4,1685.5,2023-04-04,Blockage,5
ELEC-0024,ELEC,5,1700.96,2023-04-19,Wear,4
ELEC-0025,ELEC,1,1152.6,2024-03-30,Bearing Failure,3
ELEC-0025,ELEC,2,1174.1,2024-04-21,Bearing Failure,5
ELEC-0026,ELEC,1,1568.03,2024-01-04,Leakage,3
ELEC-0026,ELEC,2,1871.24,2024-11-02,Seal Failure,3
ELEC-0027,ELEC,1,431.33,2015-03-01,Blockage,5
ELEC-0027,ELEC,2,707.05,2015-12-02,Leakage,3
ELEC-0027,ELEC,3,1296.78,2017-07-13,Seal Failure,2
ELEC-0027,ELEC,4,1373.15,2017-09-28,Fatigue,5
ELEC-0027,ELEC,5,1538.83,2018-03-12,Seal Failure,4
ELEC-0027,ELEC,6,2482.03,2020-10-11,Wear,4
ELEC-0028,ELEC,1,1201.18,2025-05-25,Corrosion,3
ELEC-0028,ELEC,2,1609.54,2026-07-07,Seal Failure,3
ELEC-0028,ELEC,3,1807.23,2026-10-01,Wear,3
ELEC-0028,ELEC,4,2374.14,2026-10-01,Fatigue,4
ELEC-0028,ELEC,5,2433.29,2026-10-01,Corrosion,3
ELEC-0029,ELEC,1,166.78,2022-10-24,Leakage,4
ELEC-0029,ELEC,2,713.42,2024-04-23,Wear,1
ELEC-0029,ELEC,3,1067.41,2025-04-12,Leakage,2
ELEC-0029,ELEC,4,1198.86,2025-08-21,Leakage,3
ELEC-0029,ELEC,5,1476.27,2026-05-26,Fatigue,2
ELEC-0030,ELEC,1,721.79,2021-01-04,Fouling,2
ELEC-0030,ELEC,2,1610.45,2023-06-12,Corrosion,2
ELEC-0030,ELEC,3,1705.01,2023-09-15,Seal Failure,4
ELEC-0030,ELEC,4,2140.48,2024-11-23,Wear,5
ELEC-0030,ELEC,5,2443.24,2025-09-22,Blockage,4
ELEC-0031,ELEC,1,824.88,2024-10-24,Leakage,4
ELEC-0031,ELEC,2,1073.85,2025-06-30,Seal Failure,1
ELEC-0031,ELEC,3,1574.59,2026-10-01,Seal Failure,5
ELEC-0031,ELEC,4,1923.01,2026-10-01,Blockage,3
ELEC-0031,ELEC,5,2217.56,2026-10-01,Corrosion,4
ELEC-0031,ELEC,6,2712.77,2026-10-01,Wear,1
ELEC-0032,ELEC,1,401.73,2022-03-22,Fatigue,3
ELEC-0032,ELEC,2,970.17,2023-10-12,Fatigue,3
ELEC-0032,ELEC,3,1370.8,2024-11-15,Wear,3
ELEC-0032,ELEC,4,3702.98,2026-10-01,Seal Failure,2
ELEC-0033,ELEC,1,814.07,2026-10-01,Corrosion,1
ELEC-0033,ELEC,2,997.57,2026-10-01,Wear,5
ELEC-0033,ELEC,3,1007.85,2026-10-01,Fatigue,1
ELEC-0034,ELEC,1,939.37,2021-11-16,Fatigue,1
ELEC-0034,ELEC,2,965.19,2021-12-12,Bearing Failure,4
ELEC-0034,ELEC,3,983.58,2021-12-30,Leakage,2
ELEC-0034,ELEC,4,1902.54,2024-07-06,Fatigue,5
ELEC-0034,ELEC,5,2229.26,2025-05-29,Leakage,1
ELEC-0034,ELEC,6,2232.92,2025-06-01,Bearing Failure,5
ELEC-0035,ELEC,1,698.43,2025-07-23,Wear,1
ELEC-0035,ELEC,2,749.54,2025-09-12,Wear,1
ELEC-0035,ELEC,3,1435.99,2026-10-01,Blockage,4
ELEC-0035,ELEC,4,1762.38,2026-10-01,Leakage,2
ELEC-0036,ELEC,1,621.95,2026-10-01,Blockage,1
ELEC-0036,ELEC,2,739.26,2026-10-01,Wear,1
ELEC-0036,ELEC,3,763.5,2026-10-01,Leakage,2
ELEC-0036,ELEC,4,1016.42,2026-10-01,Fouling,3
ELEC-0036,ELEC,5,1425.45,2026-10-01,Leakage,2
ELEC-0036,ELEC,6,1665.11,2026-10-01,Wear,2
ELEC-0037,ELEC,1,558.72,2014-06-04,Leakage,1
ELEC-0037,ELEC,2,742.22,2014-12-05,Leakage,1
ELEC-0037,ELEC,3,1154.39,2016-01-21,Seal Failure,2
ELEC-0038,ELEC,1,2148.32,2026-10-01,Fatigue,4
ELEC-0038,ELEC,2,2331.38,2026-10-01,Blockage,5
ELEC-0038,ELEC,3,3884.23,2026-10-01,Fouling,3
ELEC-0039,ELEC,1,866.28,2026-10-01,Seal Failure,3
ELEC-0039,ELEC,2,1169.19,2026-10-01,Fouling,2
ELEC-0039,ELEC,3,1509.6,2026-10-01,Seal Failure,4
ELEC-0039,ELEC,4,1783.78,2026-10-01,Fouling,5
ELEC-0040,ELEC,1,170.01,2024-09-01,Blockage,1
ELEC-0040,ELEC,2,219.67,2024-10-20,Blockage,2
ELEC-0040,ELEC,3,840.17,2026-07-03,Seal Failure,2
ELEC-0040,ELEC,4,1367.41,2026-10-01,Fouling,2
ELEC-0040,ELEC,5,2360.07,2026-10-01,Bearing Failure,1
ELEC-0040,ELEC,6,2451.81,2026-10-01,Leakage,5
ELEC-0041,ELEC,1,601.03,2024-01-07,Bearing Failure,1
ELEC-0041,ELEC,2,1106.26,2025-05-26,Bearing Failure,2
ELEC-0041,ELEC,3,2010.51,2026-10-01,Bearing Failure,2
ELEC-0041,ELEC,4,2192.61,2026-10-01,Bearing Failure,4
ELEC-0042,ELEC,1,771.24,2019-11-25,Fouling,2
ELEC-0042,ELEC,2,1598.48,2022-03-01,Seal Failure,5
ELEC-0042,ELEC,3,2048.34,2023-05-25,Wear,5
ELEC-0043,ELEC,1,247.1,2014-07-18,Seal Failure,2
ELEC-0043,ELEC,2,978.9,2016-07-18,Corrosion,3
ELEC-0043,ELEC,3,1158.84,2017-01-14,Leakage,2
ELEC-0043,ELEC,4,1604.92,2018-04-05,Bearing Failure,4
ELEC-0043,ELEC,5,1675.35,2018-06-15,Leakage,2
ELEC-0043,ELEC,6,1872.11,2018-12-29,Fouling,3
ELEC-0044,ELEC,1,749.83,2026-10-01,Fouling,5
ELEC-0044,ELEC,2,888.09,2026-10-01,Seal Failure,2
ELEC-0044,ELEC,3,1068.81,2026-10-01,Wear,4
ELEC-0044,ELEC,4,1120.41,2026-10-01,Bearing Failure,5
ELEC-0044,ELEC,5,1187.48,2026-10-01,Bearing Failure,1
ELEC-0044,ELEC,6,2030.39,2026-10-01,Seal Failure,4
ELEC-0045,ELEC,1,561.45,2018-08-17,Leakage,4
ELEC-0045,ELEC,2,1019.84,2019-11-18,Bearing Failure,3
ELEC-0045,ELEC,3,1082.03,2020-01-20,Fatigue,3
ELEC-0045,ELEC,4,1425.45,2020-12-28,Blockage,4
ELEC-0046,ELEC,1,523.95,2024-11-27,Blockage,2
ELEC-0046,ELEC,2,529.42,2024-12-03,Blockage,3
ELEC-0046,ELEC,3,808.22,2025-09-08,Blockage,5
ELEC-0046,ELEC,4,1894.71,2026-10-01,Leakage,5
ELEC-0046,ELEC,5,3528.57,2026-10-01,Seal Failure,5
ELEC-0047,ELEC,1,598.69,2015-06-03,Seal Failure,5
ELEC-0047,ELEC,2,871.28,2016-03-02,Leakage,3
ELEC-0048,ELEC,1,138.56,2022-07-28,Leakage,5
ELEC-0048,ELEC,2,1049.3,2025-01-24,Wear,3
ELEC-0048,ELEC,3,1097.83,2025-03-13,Fouling,4
ELEC-0048,ELEC,4,1688.12,2026-10-01,Seal Failure,5
ELEC-0049,ELEC,1,796.76,2021-07-28,Wear,5
ELEC-0049,ELEC,2,866.26,2021-10-06,Corrosion,2
ELEC-0049,ELEC,3,867.44,2021-10-07,Leakage,5
ELEC-0049,ELEC,4,1351.98,2023-02-03,Fouling,3
ELEC-0050,ELEC,1,284.16,2018-02-01,Wear,1
ELEC-0050,ELEC,2,856.9,2019-08-27,Fouling,1
ELEC-0051,ELEC,1,807.67,2022-11-26,Bearing Failure,2
ELEC-0051,ELEC,2,818.93,2022-12-07,Leakage,4
ELEC-0052,ELEC,1,792.87,2016-07-17,Seal Failure,5
ELEC-0052,ELEC,2,923.87,2016-11-25,Corrosion,2
ELEC-0052,ELEC,3,1754.55,2019-03-06,Fatigue,2
ELEC-0053,ELEC,1,702.57,2016-06-29,Seal Failure,3
ELEC-0053,ELEC,2,1004.57,2017-04-27,Blockage,3
ELEC-0053,ELEC,3,1146.98,2017-09-16,Corrosion,1
ELEC-0053,ELEC,4,1348.28,2018-04-06,Fatigue,4
ELEC-0053,ELEC,5,1652.92,2019-02-04,Fouling,3
ELEC-0053,ELEC,6,1885.61,2019-09-25,Fouling,5
ELEC-0054,ELEC,1,414.13,2018-06-25,Wear,2
ELEC-0054,ELEC,2,424.33,2018-07-05,Leakage,3
ELEC-0054,ELEC,3,536.77,2018-10-25,Leakage,4
ELEC-0054,ELEC,4,1166.41,2020-07-16,Seal Failure,2
ELEC-0054,ELEC,5,1232.12,2020-09-20,Fatigue,1
ELEC-0054,ELEC,6,1737.6,2022-02-07,Seal Failure,2
ELEC-0055,ELEC,1,661.39,2021-10-08,Leakage,5
ELEC-0055,ELEC,2,663.74,2021-10-10,Fouling,3
ELEC-0055,ELEC,3,1190.93,2023-03-21,Blockage,3
ELEC-0056,ELEC,1,879.54,2023-09-18,Seal Failure,3
ELEC-0056,ELEC,2,960.16,2023-12-08,Bearing Failure,4
ELEC-0056,ELEC,3,1740.1,2026-01-26,Seal Failure,1
ELEC-0056,ELEC,4,1745.02,2026-01-31,Blockage,5
ELEC-0056,ELEC,5,1978.73,2026-09-21,Corrosion,2
ELEC-0057,ELEC,1,672.61,2026-10-01,Leakage,4
ELEC-0057,ELEC,2,888.75,2026-10-01,Leakage,1
ELEC-0057,ELEC,3,1126.64,2026-10-01,Fouling,3
ELEC-0057,ELEC,4,1127.24,2026-10-01,Leakage,2
ELEC-0057,ELEC,5,1303.75,2026-10-01,Fatigue,1
ELEC-0057,ELEC,6,1545.19,2026-10-01,Leakage,5
ELEC-0058,ELEC,1,2324.11,2026-10-01,Fatigue,5
ELEC-0058,ELEC,2,2492.21,2026-10-01,Fouling,2
ELEC-0059,ELEC,1,885.01,2025-11-10,Fouling,1
ELEC-0059,ELEC,2,1497.67,2026-10-01,Leakage,3
ELEC-0059,ELEC,3,2388.99,2026-10-01,Fatigue,4
ELEC-0060,ELEC,1,362.7,2016-08-06,Wear,1
ELEC-0060,ELEC,2,803.7,2017-10-21,Leakage,4
ELEC-0060,ELEC,3,1022.18,2018-05-28,Leakage,4
ELEC-0060,ELEC,4,1569.68,2019-11-26,Fouling,3
ELEC-0060,ELEC,5,1685.69,2020-03-21,Bearing Failure,2
ELEC-0061,ELEC,1,386.93,2016-06-22,Leakage,5
ELEC-0061,ELEC,2,863.76,2017-10-12,Fouling,1
ELEC-0061,ELEC,3,1260.97,2018-11-13,Fouling,4
ELEC-0061,ELEC,4,1953.92,2020-10-06,Leakage,2
ELEC-0061,ELEC,5,1999.37,2020-11-21,Fatigue,3
ELEC-0061,ELEC,6,2159.29,2021-04-30,Leakage,1
ELEC-0062,ELEC,1,867.72,2023-09-09,Leakage,3
ELEC-0062,ELEC,2,900.25,2023-10-12,Wear,2
ELEC-0062,ELEC,3,1828.45,2026-04-27,Wear,3
ELEC-0063,ELEC,1,639.98,2019-03-12,Leakage,4
ELEC-0063,ELEC,2,1006.33,2020-03-13,Blockage,2
ELEC-0063,ELEC,3,1046.58,2020-04-22,Blockage,2
ELEC-0063,ELEC,4,1898.58,2022-08-22,Fouling,4
ELEC-0063,ELEC,5,2003.61,2022-12-05,Fatigue,2
ELEC-0063,ELEC,6,2517.94,2024-05-02,Corrosion,1
ELEC-0064,ELEC,1,117.16,2024-04-23,Corrosion,3
ELEC-0064,ELEC,2,1054.04,2026-10-01,Blockage,4
ELEC-0064,ELEC,3,1131.6,2026-10-01,Wear,3
ELEC-0064,ELEC,4,2241.53,2026-10-01,Corrosion,2
ELEC-0065,ELEC,1,1102.87,2019-01-27,Corrosion,2
ELEC-0065,ELEC,2,1313.74,2019-08-26,Corrosion,2
ELEC-0065,ELEC,3,1896.81,2021-03-31,Bearing Failure,2
ELEC-0066,ELEC,1,1361.37,2026-10-01,Seal Failure,1
ELEC-0066,ELEC,2,1673.36,2026-10-01,Blockage,5
ELEC-0066,ELEC,3,1893.38,2026-10-01,Seal Failure,3
ELEC-0067,ELEC,1,91.87,2012-02-16,Fatigue,2
ELEC-0067,ELEC,2,860.73,2014-03-26,Corrosion,5
ELEC-0067,ELEC,3,1634.36,2016-05-08,Fatigue,2
ELEC-0067,ELEC,4,2065.99,2017-07-13,Blockage,3
ELEC-0067,ELEC,5,2198.62,2017-11-23,Seal Failure,2
ELEC-0068,ELEC,1,525.87,2026-10-01,Fouling,1
ELEC-0068,ELEC,2,921.73,2026-10-01,Leakage,3
ELEC-0068,ELEC,3,2221.96,2026-10-01,Bearing Failure,2
ELEC-0069,ELEC,1,660.75,2013-08-31,Blockage,2
ELEC-0069,ELEC,2,1057.57,2014-10-02,Bearing Failure,5
ELEC-0069,ELEC,3,1064.61,2014-10-09,Bearing Failure,1
ELEC-0069,ELEC,4,1259.34,2015-04-22,Corrosion,2
ELEC-0070,ELEC,1,108.76,2017-11-13,Blockage,3
ELEC-0070,ELEC,2,1376.93,2021-05-04,Seal Failure,4
ELEC-0071,ELEC,1,568.38,2014-10-02,Seal Failure,2
ELEC-0071,ELEC,2,744.73,2015-03-27,Wear,3
ELEC-0071,ELEC,3,1125.92,2016-04-11,Leakage,1
ELEC-0071,ELEC,4,1165.17,2016-05-21,Corrosion,2
ELEC-0072,ELEC,1,1202.33,2016-09-22,Seal Failure,4
ELEC-0072,ELEC,2,1295.33,2016-12-24,Fatigue,4
ELEC-0072,ELEC,3,1420.08,2017-04-28,Wear,1
ELEC-0072,ELEC,4,1847.26,2018-06-29,Leakage,4
ELEC-0072,ELEC,5,2040.14,2019-01-08,Corrosion,3
ELEC-0072,ELEC,6,2204.27,2019-06-21,Wear,4
ELEC-0073,ELEC,1,99.67,2017-04-28,Fatigue,2
ELEC-0073,ELEC,2,670.55,2018-11-20,Fouling,2
ELEC-0073,ELEC,3,1401.91,2020-11-20,Corrosion,3
ELEC-0073,ELEC,4,2402.11,2023-08-18,Leakage,4
ELEC-0073,ELEC,5,3059.32,2025-06-05,Fatigue,5
ELEC-0074,ELEC,1,1266.49,2025-05-25,Fatigue,3
ELEC-0074,ELEC,2,1732.74,2026-09-03,Corrosion,4
ELEC-0074,ELEC,3,2167.61,2026-10-01,Fatigue,5
ELEC-0075,ELEC,1,771.31,2019-07-18,Corrosion,5
ELEC-0075,ELEC,2,1235.9,2020-10-24,Fouling,4
ELEC-0076,ELEC,1,201.41,2022-03-06,Wear,2
ELEC-0076,ELEC,2,557.97,2023-02-25,Corrosion,5
ELEC-0076,ELEC,3,627.99,2023-05-06,Blockage,3
ELEC-0076,ELEC,4,944.21,2024-03-18,Blockage,2
ELEC-0076,ELEC,5,1912.66,2026-10-01,Bearing Failure,2
ELEC-0076,ELEC,6,2384.31,2026-10-01,Corrosion,2
ELEC-0077,ELEC,1,451.47,2015-04-15,Corrosion,2
ELEC-0077,ELEC,2,1773.32,2018-11-27,Corrosion,5
ELEC-0077,ELEC,3,1828.92,2019-01-21,Fouling,1
ELEC-0077,ELEC,4,3915.71,2024-10-08,Seal Failure,5
ELEC-0078,ELEC,1,281.02,2026-04-08,Seal Failure,4
ELEC-0078,ELEC,2,1422.52,2026-10-01,Fatigue,1
ELEC-0078,ELEC,3,3415.19,2026-10-01,Fatigue,5
ELEC-0079,ELEC,1,455.13,2023-10-06,Blockage,2
ELEC-0079,ELEC,2,490.76,2023-11-10,Fatigue,5
ELEC-0079,ELEC,3,604.79,2024-03-03,Seal Failure,2
ELEC-0079,ELEC,4,1034.92,2025-05-07,Fatigue,5
ELEC-0079,ELEC,5,1635.1,2026-10-01,Wear,1
ELEC-0080,ELEC,1,760.33,2015-08-10,Corrosion,5
ELEC-0080,ELEC,2,1790.35,2018-06-05,Fouling,4
